Comunidad,Provincia,Municipio,Nombre,punto_muestreo,adoptada_por,utm_x,utm_y,fecha_toma,escherichia_coli,enterococo,observaciones
Aragón,Huesca,Biescas,Embalse Bubal Biescas 02,1,,,,,,,
Aragón,Huesca,Boltaña,Rio Ara Boltaña,1,,,,,,,
Aragón,Huesca,Puebla de Castro (La),Embalse Joaquin Costa Puebla De Castro (la),1,,,,,,,
Aragón,Huesca,Puértolas,Rio Cinca Puértolas,1,,,,,,,
Aragón,Huesca,Puértolas,Rio Vellos Puértolas,1,,,,,,,
Aragón,Huesca,Sallent de Gállego,Embalse Lanuza Sallent De Gállego,1,,,,,,,
Aragón,Huesca,Valle de Hecho,Rio Subordan Valle De Hecho,1,,,,,,,
Aragón,Teruel,Beceite,Rio Matarraña Beceite,1,,,,,,,
Aragón,Teruel,Teruel,Embalse E. Arquillo De San B Teruel,1,,,,,,,
Aragón,Teruel,Valbona,Embalse Valbona Valbona,1,,,,,,,
Aragón,Zaragoza,Luesia,Rio Arba De Luesia Luesia,1,,,,,,,
Asturias,Asturias,Caravia,Playa Arenal De Morís,1,,,,,,,
Asturias,Asturias,Caravia,Playa De La Espasa,1,,,,,,,
Asturias,Asturias,Carreño,Playa Carranques,1,,,,,,,
Asturias,Asturias,Carreño,Playa Les Huelgues,1,,,,,,,
Asturias,Asturias,Carreño,Playa Palmera,1,,,,,,,
Asturias,Asturias,Carreño,Playa Xivares,1,,,,,,,
Asturias,Asturias,Castrillón,Playa Arnao,1,,,,,,,
Asturias,Asturias,Castrillón,Playa De Salinas,1,,,,,,,
Asturias,Asturias,Castrillón,Playa De Salinas,2,,,,,,,
Asturias,Asturias,Castrillón,Playa Del Sablón De Bayas,1,,,,,,,
Asturias,Asturias,Castrillón,Playa San Juan De Nieva,1,,,,,,,
Asturias,Asturias,Castrillón,Playa Santa María Del Mar,1,,,,,,,
Asturias,Asturias,Castropol,Playa Arnao,1,,,,,,,
Asturias,Asturias,Castropol,Playa Peñarronda,1,,,,,,,
Asturias,Asturias,Coaña,Playa Arnelles,1,,,,,,,
Asturias,Asturias,Colunga,Playa De La Isla,1,,,,,,,
Asturias,Asturias,Colunga,Playa De La Isla,2,,,,,,,
Asturias,Asturias,Colunga,Playa La Griega,1,,,,,,,
Asturias,Asturias,Colunga,Playa Lastres,1,,,,,,,
Asturias,Asturias,Cudillero,Playa Concha De Artedo,1,,,,,,,
Asturias,Asturias,Cudillero,Playa San Pedro De Bocamar,1,,,,,,,
Asturias,Asturias,Franco (El),Playa Castello,1,,,,,,,
Asturias,Asturias,Franco (El),Playa Porcia,1,,,,,,,
Asturias,Asturias,Franco (El),Playa Porcia,2,,,,,,,
Asturias,Asturias,Franco (El),Playa Pormenande,1,,,,,,,
Asturias,Asturias,Gijón,Playa Arbeyal,1,,,,,,,
Asturias,Asturias,Gijón,Playa Arbeyal,2,,,,,,,
Asturias,Asturias,Gijón,Playa Estaño,1,,,,,,,
Asturias,Asturias,Gijón,Playa Peñarrubia,1,,,,,,,
Asturias,Asturias,Gijón,Playa Poniente,1,,,,,,,
Asturias,Asturias,Gijón,Playa Poniente,2,,,,,,,
Asturias,Asturias,Gijón,Playa San Lorenzo,1,,,,,,,
Asturias,Asturias,Gijón,Playa San Lorenzo,2,,,,,,,
Asturias,Asturias,Gijón,Playa San Lorenzo,3,,,,,,,
Asturias,Asturias,Gijón,Playa San Lorenzo,4,,,,,,,
Asturias,Asturias,Gijón,Playa San Lorenzo,5,,,,,,,
Asturias,Asturias,Gijón,Playa Serín,1,,,,,,,
Asturias,Asturias,Gozón,Playa Bañugues,1,,,,,,,
Asturias,Asturias,Gozón,Playa De Xagó,1,,,,,,,
Asturias,Asturias,Gozón,Playa De Xagó,2,,,,,,,
Asturias,Asturias,Gozón,Playa Luanco,1,,,,,,,
Asturias,Asturias,Gozón,Playa San Pedro De Antromero,1,,,,,,,
Asturias,Asturias,Gozón,Playa Verdicio,1,,,,,,,
Asturias,Asturias,Llanes,Playa Barro,1,,,,,,,
Asturias,Asturias,Llanes,Playa Borizo,1,,,,,,,
Asturias,Asturias,Llanes,Playa Borizo,2,,,,,,,
Asturias,Asturias,Llanes,Playa Cuevas De Mar,1,,,,,,,
Asturias,Asturias,Llanes,Playa El Sablón,1,,,,,,,
Asturias,Asturias,Llanes,Playa Las Cámaras,1,,,,,,,
Asturias,Asturias,Llanes,Playa Palombina,1,,,,,,,
Asturias,Asturias,Llanes,Playa Poo,1,,,,,,,
Asturias,Asturias,Llanes,Playa San Antolín,1,,,,,,,
Asturias,Asturias,Llanes,Playa Toranda (niembro),1,,,,,,,
Asturias,Asturias,Llanes,Playa Toró,1,,,,,,,
Asturias,Asturias,Muros de Nalón,Playa Aguilar,1,,,,,,,
Asturias,Asturias,Navia,Playa Frejulfe,1,,,,,,,
Asturias,Asturias,Navia,Playa Frejulfe,2,,,,,,,
Asturias,Asturias,Navia,Playa Navia,1,,,,,,,
Asturias,Asturias,Navia,Playa Navia,2,,,,,,,
Asturias,Asturias,Ribadedeva,Playa La Franca,1,,,,,,,
Asturias,Asturias,Ribadesella,Playa Santa Marina,1,,,,,,,
Asturias,Asturias,Ribadesella,Playa Santa Marina,2,,,,,,,
Asturias,Asturias,Ribadesella,Playa Vega,1,,,,,,,
Asturias,Asturias,Soto del Barco,Playa Los Quebrantos,1,,,,,,,
Asturias,Asturias,Tapia de Casariego,Playa Anguileiro,1,,,,,,,
Asturias,Asturias,Tapia de Casariego,Playa Anguileiro,2,,,,,,,
Asturias,Asturias,Tapia de Casariego,Playa Peñarronda,1,,,,,,,
Asturias,Asturias,Tapia de Casariego,Playa Serantes,1,,,,,,,
Asturias,Asturias,Valdés,Playa 1ª Y 2ª De Luarca,1,,,,,,,
Asturias,Asturias,Valdés,Playa Cadavedo,1,,,,,,,
Asturias,Asturias,Valdés,Playa Cueva,1,,,,,,,
Asturias,Asturias,Valdés,Playa Otur,1,,,,,,,
Asturias,Asturias,Valdés,Playa Salinas,1,,,,,,,
Asturias,Asturias,Villaviciosa,Playa España,1,,,,,,,
Asturias,Asturias,Villaviciosa,Playa La Ñora,1,,,,,,,
Asturias,Asturias,Villaviciosa,Playa Rodiles,1,,,,,,,
Asturias,Asturias,Villaviciosa,Playa Tazones,1,,,,,,,
Canarias,El Hierro,Pinar de El Hierro (El),Playa Restinga (la),1,,,,,,,
Canarias,El Hierro,Valverde,Playa Caleta (la),1,,,,,,,
Canarias,El Hierro,Valverde,Playa Tamaduste (el),1,,,,,,,
Canarias,El Hierro,Valverde,Playa Timijiraque,1,,,,,,,
Canarias,Fuerteventura,Antigua,Playa Caleta Fuste (castillo),1,,,,,,,
Canarias,Fuerteventura,Antigua,Playa La Guirra,1,,,,,,,
Canarias,Fuerteventura,Antigua,Playa Muellito (el),1,,,,,,,
Canarias,Fuerteventura,Antigua,Playa Pozo Negro,1,,,,,,,
Canarias,Fuerteventura,Oliva (La),Playa Alzada (la),1,,,,,,,
Canarias,Fuerteventura,Oliva (La),Playa Castillo (el),1,,,,,,,
Canarias,Fuerteventura,Oliva (La),Playa Charco De Las Agujas,1,,,,,,,
Canarias,Fuerteventura,Oliva (La),Playa Clavellina (norte La Goleta),1,,,,,,,
Canarias,Fuerteventura,Oliva (La),Playa Concha (la) (chica),1,,,,,,,
Canarias,Fuerteventura,Oliva (La),Playa Corralejo Viejo (sur La Goleta),1,,,,,,,
Canarias,Fuerteventura,Oliva (La),Playa El Pozo-el Viejo (grandes Playas I),2,,,,,,,
Canarias,Fuerteventura,Oliva (La),Playa Grandes Playas (grandes Playas),1,,,,,,,
Canarias,Fuerteventura,Oliva (La),Playa Marfolín,1,,,,,,,
Canarias,Fuerteventura,Oliva (La),Playa Moro (el),1,,,,,,,
Canarias,Fuerteventura,Oliva (La),Playa Muelle Viejo (m.Chico O Corralejo),1,,,,,,,
Canarias,Fuerteventura,Pájara,Playa Ajuy,1,,,,,,,
Canarias,Fuerteventura,Pájara,Playa Butihondo,1,,,,,,,
Canarias,Fuerteventura,Pájara,Playa Costa Calma (parte Sotavento-jandia),1,,,,,,,
Canarias,Fuerteventura,Pájara,Playa Esmeralda,1,,,,,,,
Canarias,Fuerteventura,Pájara,Playa Lajita (la),1,,,,,,,
Canarias,Fuerteventura,Pájara,Playa Los Molinillos,1,,,,,,,
Canarias,Fuerteventura,Pájara,Playa Matorral (el) (morro Jable),1,,,,,,,
Canarias,Fuerteventura,Pájara,Playa Matorral (el) (morro Jable),3,,,,,,,
Canarias,Fuerteventura,Pájara,Playa Morro Jable,1,,,,,,,
Canarias,Fuerteventura,Pájara,Playa Piedras Caidas,1,,,,,,,
Canarias,Fuerteventura,Pájara,Playa Viejo Rey,1,,,,,,,
Canarias,Fuerteventura,Puerto del Rosario,Playa Blanca,1,,,,,,,
Canarias,Fuerteventura,Puerto del Rosario,Playa Pozos (los),1,,,,,,,
Canarias,Fuerteventura,Puerto del Rosario,Playa Puerto Lajas (las Lajas),1,,,,,,,
Canarias,Fuerteventura,Tuineje,Playa Giniginamar,1,,,,,,,
Canarias,Fuerteventura,Tuineje,Playa Gran Tarajal,1,,,,,,,
Canarias,Fuerteventura,Tuineje,Playa Playitas (las),1,,,,,,,
Canarias,Fuerteventura,Tuineje,Playa Tarajalejo,1,,,,,,,
Canarias,Gran Canaria,Agaete,Playa Nieves (las),1,,,,,,,
Canarias,Gran Canaria,Agaete,Playa Nieves (las),2,,,,,,,
Canarias,Gran Canaria,Agüimes,Playa Arinaga,1,,,,,,,
Canarias,Gran Canaria,Agüimes,Playa Arinaga,2,,,,,,,
Canarias,Gran Canaria,Agüimes,Playa Cabrón,1,,,,,,,
Canarias,Gran Canaria,Agüimes,Playa Vargas,1,,,,,,,
Canarias,Gran Canaria,Arucas,Playa Puertillo (bañaderos),1,,,,,,,
Canarias,Gran Canaria,Arucas,Playa Puertillo (bañaderos),2,,,,,,,
Canarias,Gran Canaria,Arucas,Playa San Andrés,1,,,,,,,
Canarias,Gran Canaria,Gáldar,Playa Agujero (el),1,,,,,,,
Canarias,Gran Canaria,Gáldar,Playa Bocabarranco,1,,,,,,,
Canarias,Gran Canaria,Gáldar,Playa Caleta De Arriba (caleta De Soria),1,,,,,,,
Canarias,Gran Canaria,Gáldar,Playa Sardina,1,,,,,,,
Canarias,Gran Canaria,Ingenio,Playa Burrero (el),1,,,,,,,
Canarias,Gran Canaria,Ingenio,Playa Burrero (el),2,,,,,,,
Canarias,Gran Canaria,Mogán,Playa Amadores,1,,,,,,,
Canarias,Gran Canaria,Mogán,Playa Arguineguín,1,,,,,,,
Canarias,Gran Canaria,Mogán,Playa Costa Alegre (la Lajilla),1,,,,,,,
Canarias,Gran Canaria,Mogán,Playa Cura (el),1,,,,,,,
Canarias,Gran Canaria,Mogán,Playa Mogan,1,,,,,,,
Canarias,Gran Canaria,Mogán,Playa Patalavaca,1,,,,,,,
Canarias,Gran Canaria,Mogán,Playa Puerto Rico,1,,,,,,,
Canarias,Gran Canaria,Mogán,Playa Taurito,1,,,,,,,
Canarias,Gran Canaria,Mogán,Playa Tauro,1,,,,,,,
Canarias,Gran Canaria,Mogán,Playa Verga (la) (anfi Del Mar),1,,,,,,,
Canarias,Gran Canaria,Moya,Playa Altillo (el),1,,,,,,,
Canarias,Gran Canaria,Moya,Playa San Lorenzo (charco San Lorenzo),1,,,,,,,
Canarias,Gran Canaria,Palmas de Gran Canaria (Las),Playa Alcaravaneras,1,,,,,,,
Canarias,Gran Canaria,Palmas de Gran Canaria (Las),Playa Alcaravaneras,2,,,,,,,
Canarias,Gran Canaria,Palmas de Gran Canaria (Las),Playa Alcaravaneras,3,,,,,,,
Canarias,Gran Canaria,Palmas de Gran Canaria (Las),Playa Canteras (las),1,,,,,,,
Canarias,Gran Canaria,Palmas de Gran Canaria (Las),Playa Canteras (las),2,,,,,,,
Canarias,Gran Canaria,Palmas de Gran Canaria (Las),Playa Canteras (las),3,,,,,,,
Canarias,Gran Canaria,Palmas de Gran Canaria (Las),Playa Canteras (las),4,,,,,,,
Canarias,Gran Canaria,Palmas de Gran Canaria (Las),Playa Canteras (las),5,,,,,,,
Canarias,Gran Canaria,Palmas de Gran Canaria (Las),Playa Canteras (las),6,,,,,,,
Canarias,Gran Canaria,Palmas de Gran Canaria (Las),Playa Confital (el),1,,,,,,,
Canarias,Gran Canaria,Palmas de Gran Canaria (Las),Playa Laja (la),1,,,,,,,
Canarias,Gran Canaria,Palmas de Gran Canaria (Las),Playa Laja (la),2,,,,,,,
Canarias,Gran Canaria,San Bartolomé de Tirajana,Playa Águila (el),1,,,,,,,
Canarias,Gran Canaria,San Bartolomé de Tirajana,Playa Bahía Féliz (parte Tarajalillo),1,,,,,,,
Canarias,Gran Canaria,San Bartolomé de Tirajana,Playa Burras (las),1,,,,,,,
Canarias,Gran Canaria,San Bartolomé de Tirajana,Playa Cochinos (los) (el Cochino),1,,,,,,,
Canarias,Gran Canaria,San Bartolomé de Tirajana,Playa Inglés (el),1,,,,,,,
Canarias,Gran Canaria,San Bartolomé de Tirajana,Playa Inglés (el),2,,,,,,,
Canarias,Gran Canaria,San Bartolomé de Tirajana,Playa Inglés (el),3,,,,,,,
Canarias,Gran Canaria,San Bartolomé de Tirajana,Playa Maspalomas,1,,,,,,,
Canarias,Gran Canaria,San Bartolomé de Tirajana,Playa Maspalomas,2,,,,,,,
Canarias,Gran Canaria,San Bartolomé de Tirajana,Playa Meloneras (las),1,,,,,,,
Canarias,Gran Canaria,San Bartolomé de Tirajana,Playa San Agustin,1,,,,,,,
Canarias,Gran Canaria,San Bartolomé de Tirajana,Playa Santa Agueda (el Pajar),1,,,,,,,
Canarias,Gran Canaria,Santa Lucía de Tirajana,Playa Pozo Izquierdo,1,,,,,,,
Canarias,Gran Canaria,Santa Lucía de Tirajana,Playa Pozo Izquierdo,2,,,,,,,
Canarias,Gran Canaria,Santa María de Guía de Gran Canaria,Playa Roque Prieto,1,,,,,,,
Canarias,Gran Canaria,Santa María de Guía de Gran Canaria,Playa San Felipe,1,,,,,,,
Canarias,Gran Canaria,Telde,Playa Garita (la),3,,,,,,,
Canarias,Gran Canaria,Telde,Playa Hombre (el),3,,,,,,,
Canarias,Gran Canaria,Telde,Playa Hoya Del Pozo,1,,,,,,,
Canarias,Gran Canaria,Telde,Playa Melenara,1,,,,,,,
Canarias,Gran Canaria,Telde,Playa Melenara,2,,,,,,,
Canarias,Gran Canaria,Telde,Playa Ojos De Garza,1,,,,,,,
Canarias,Gran Canaria,Telde,Playa Salinetas,1,,,,,,,
Canarias,La Gomera,Alajeró,Playa Santiago,1,,,,,,,
Canarias,La Gomera,Alajeró,Playa Santiago,2,,,,,,,
Canarias,La Gomera,Alajeró,Playa Santiago,3,,,,,,,
Canarias,La Gomera,San Sebastián de la Gomera,Playa Cueva (la),1,,,,,,,
Canarias,La Gomera,San Sebastián de la Gomera,Playa San Sebastian De La Gomera,1,,,,,,,
Canarias,La Gomera,San Sebastián de la Gomera,Playa San Sebastian De La Gomera,2,,,,,,,
Canarias,La Gomera,San Sebastián de la Gomera,Playa San Sebastian De La Gomera,3,,,,,,,
Canarias,La Gomera,Valle Gran Rey,Playa Calera (la) (valle Gran Rey O La Puntilla),1,,,,,,,
Canarias,La Gomera,Valle Gran Rey,Playa Calera (la) (valle Gran Rey O La Puntilla),2,,,,,,,
Canarias,La Gomera,Valle Gran Rey,Playa Calera (la) (valle Gran Rey O La Puntilla),3,,,,,,,
Canarias,La Gomera,Valle Gran Rey,Playa Charco Del Conde,1,,,,,,,
Canarias,La Gomera,Valle Gran Rey,Playa Inglés,1,,,,,,,
Canarias,La Gomera,Valle Gran Rey,Playa Vueltas,1,,,,,,,
Canarias,La Palma,Breña Alta,Playa Bajamar,1,,,,,,,
Canarias,La Palma,Breña Baja,Playa Cancajos (los),1,,,,,,,
Canarias,La Palma,Breña Baja,Playa Cancajos (los),2,,,,,,,
Canarias,La Palma,Llanos de Aridane (Los),Playa Charco Verde,1,,,,,,,
Canarias,La Palma,Llanos de Aridane (Los),Playa Puerto Naos,1,,,,,,,
Canarias,La Palma,San Andrés y Sauces,Playa Puerto Espindola,1,,,,,,,
Canarias,La Palma,Tazacorte,Playa De El Puerto (tazacorte),3,,,,,,,
Canarias,Lanzarote,Arrecife,Playa Arena (la) (castillo San José),1,,,,,,,
Canarias,Lanzarote,Arrecife,Playa Cable (el),1,,,,,,,
Canarias,Lanzarote,Arrecife,Playa Castillo De San Gabriel (el Castillo),1,,,,,,,
Canarias,Lanzarote,Arrecife,Playa Concha (la),1,,,,,,,
Canarias,Lanzarote,Arrecife,Playa Muelle De La Pescadería,1,,,,,,,
Canarias,Lanzarote,Arrecife,Playa Reducto (el),1,,,,,,,
Canarias,Lanzarote,Arrecife,Playa Reducto (el),2,,,,,,,
Canarias,Lanzarote,Arrecife,Playa Reducto (el),3,,,,,,,
Canarias,Lanzarote,Haría,Playa Caleta Del Espi,2,,,,,,,
Canarias,Lanzarote,Haría,Playa Caletón Blanco,1,,,,,,,
Canarias,Lanzarote,Haría,Playa Cocinitas,1,,,,,,,
Canarias,Lanzarote,Haría,Playa Garita (la) (arrieta),4,,,,,,,
Canarias,Lanzarote,San Bartolomé,Playa Guasimeta,1,,,,,,,
Canarias,Lanzarote,San Bartolomé,Playa Honda I,1,,,,,,,
Canarias,Lanzarote,San Bartolomé,Playa Honda Ii,1,,,,,,,
Canarias,Lanzarote,Teguise,Playa Ancla (el),1,,,,,,,
Canarias,Lanzarote,Teguise,Playa Bastián,1,,,,,,,
Canarias,Lanzarote,Teguise,Playa Caleta (la) (caleta De Famara),1,,,,,,,
Canarias,Lanzarote,Teguise,Playa Caletas (las) (ensenada Las Caletas),1,,,,,,,
Canarias,Lanzarote,Teguise,Playa Charcos (los),1,,,,,,,
Canarias,Lanzarote,Teguise,Playa Cucharas (las),1,,,,,,,
Canarias,Lanzarote,Teguise,Playa Famara,4,,,,,,,
Canarias,Lanzarote,Teguise,Playa Jablillo,1,,,,,,,
Canarias,Lanzarote,Tías,Playa Barranquillo,1,,,,,,,
Canarias,Lanzarote,Tías,Playa Grande (blanca),1,,,,,,,
Canarias,Lanzarote,Tías,Playa Grande (blanca),2,,,,,,,
Canarias,Lanzarote,Tías,Playa Matagorda,1,,,,,,,
Canarias,Lanzarote,Tías,Playa Peña Del Dice (barcarola),1,,,,,,,
Canarias,Lanzarote,Tías,Playa Pila De La Barrilla,1,,,,,,,
Canarias,Lanzarote,Tías,Playa Pocillos,2,,,,,,,
Canarias,Lanzarote,Tías,Playa Pocillos,4,,,,,,,
Canarias,Lanzarote,Tinajo,Playa La Ria De La Santa (santa Sport),1,,,,,,,
Canarias,Lanzarote,Tinajo,Playa La Ria De La Santa (santa Sport),2,,,,,,,
Canarias,Lanzarote,Yaiza,Playa Blanca,1,,,,,,,
Canarias,Lanzarote,Yaiza,Playa Dorada,1,,,,,,,
Canarias,Lanzarote,Yaiza,Playa Flamingo,1,,,,,,,
Canarias,Lanzarote,Yaiza,Playa Puerto Muelas,1,,,,,,,
Canarias,Tenerife,Adeje,Playa Bobo (el),3,,,,,,,
Canarias,Tenerife,Adeje,Playa Duque (el),3,,,,,,,
Canarias,Tenerife,Adeje,Playa Duque (el),4,,,,,,,
Canarias,Tenerife,Adeje,Playa Fañabé,3,,,,,,,
Canarias,Tenerife,Adeje,Playa Fañabé,4,,,,,,,
Canarias,Tenerife,Adeje,Playa Pinta (la) (san Eugenio),3,,,,,,,
Canarias,Tenerife,Adeje,Playa Troya I (américas I),3,,,,,,,
Canarias,Tenerife,Adeje,Playa Troya Ii (américas Ii),3,,,,,,,
Canarias,Tenerife,Arico,Playa Abades (los Abriguitos),1,,,,,,,
Canarias,Tenerife,Arico,Playa Poris De Abona,1,,,,,,,
Canarias,Tenerife,Arona,Playa Camisón (el),1,,,,,,,
Canarias,Tenerife,Arona,Playa Cristianos (los),2,,,,,,,
Canarias,Tenerife,Arona,Playa Cristianos (los),4,,,,,,,
Canarias,Tenerife,Arona,Playa Galletas (las),4,,,,,,,
Canarias,Tenerife,Arona,Playa Vistas (las),3,,,,,,,
Canarias,Tenerife,Arona,Playa Vistas (las),4,,,,,,,
Canarias,Tenerife,Candelaria,Playa Caletillas (las),1,,,,,,,
Canarias,Tenerife,Candelaria,Playa Candelaria,4,,,,,,,
Canarias,Tenerife,Candelaria,Playa Punta Larga,1,,,,,,,
Canarias,Tenerife,Candelaria,Playa Punta Larga,2,,,,,,,
Canarias,Tenerife,Granadilla de Abona,Playa Cabezo (el),1,,,,,,,
Canarias,Tenerife,Granadilla de Abona,Playa Jaquita (la),1,,,,,,,
Canarias,Tenerife,Granadilla de Abona,Playa Medano (el),3,,,,,,,
Canarias,Tenerife,Granadilla de Abona,Playa Medano (el)-chica,1,,,,,,,
Canarias,Tenerife,Granadilla de Abona,Playa Medano (el)-leocadio Machado,1,,,,,,,
Canarias,Tenerife,Granadilla de Abona,Playa Tejita (la),1,,,,,,,
Canarias,Tenerife,Guía de Isora,Playa San Juan,1,,,,,,,
Canarias,Tenerife,Güímar,Playa Paseo De Las Palmeras (nueva O Güimar),1,,,,,,,
Canarias,Tenerife,Güímar,Playa Paseo De Las Palmeras (nueva O Güimar),4,,,,,,,
Canarias,Tenerife,Güímar,Playa Puertito De Guimar,1,,,,,,,
Canarias,Tenerife,Icod de los Vinos,Playa San Marcos,3,,,,,,,
Canarias,Tenerife,Puerto de la Cruz,Playa Jardin,1,,,,,,,
Canarias,Tenerife,Puerto de la Cruz,Playa Jardin,4,,,,,,,
Canarias,Tenerife,Puerto de la Cruz,Playa Martiánez,3,,,,,,,
Canarias,Tenerife,Puerto de la Cruz,Playa San Telmo,1,,,,,,,
Canarias,Tenerife,Realejos (Los),Playa Socorro (el),1,,,,,,,
Canarias,Tenerife,Rosario (El),Playa La Nea,1,,,,,,,
Canarias,Tenerife,San Cristóbal de La Laguna,Playa Arenisco (el),1,,,,,,,
Canarias,Tenerife,San Cristóbal de La Laguna,Playa Castillo-bajamar (san Juan),1,,,,,,,
Canarias,Tenerife,Santa Cruz de Tenerife,Playa Gaviotas (las),1,,,,,,,
Canarias,Tenerife,Santa Cruz de Tenerife,Playa Teresitas (las),1,,,,,,,
Canarias,Tenerife,Santa Cruz de Tenerife,Playa Teresitas (las),2,,,,,,,
Canarias,Tenerife,Santa Cruz de Tenerife,Playa Teresitas (las),3,,,,,,,
Canarias,Tenerife,Santa Cruz de Tenerife,Playa Teresitas (las),4,,,,,,,
Canarias,Tenerife,Santiago del Teide,Playa Arena (la),1,,,,,,,
Canarias,Tenerife,Santiago del Teide,Playa Guios-los Gigantes (argel),3,,,,,,,
Canarias,Tenerife,Tacoronte,Playa Arena (la) (mesa Del Mar),1,,,,,,,
Canarias,Tenerife,Tacoronte,Playa Pris (i) (el),1,,,,,,,
Cantabria,Cantabria,Alfoz de Lloredo,Playa De Cobreces,1,,,,,,,
Cantabria,Cantabria,Arnuero,Playa El Sable De Quejo,1,,,,,,,
Cantabria,Cantabria,Arnuero,Playa La Arena,1,,,,,,,
Cantabria,Cantabria,Bareyo,Playa De Ajo,1,,,,,,,
Cantabria,Cantabria,Castro-Urdiales,Playa Arenillas,1,,,,,,,
Cantabria,Cantabria,Castro-Urdiales,Playa Brazomar,1,,,,,,,
Cantabria,Cantabria,Castro-Urdiales,Playa Dicido,1,,,,,,,
Cantabria,Cantabria,Castro-Urdiales,Playa Oriñon,1,,,,,,,
Cantabria,Cantabria,Castro-Urdiales,Playa Ostende,1,,,,,,,
Cantabria,Cantabria,Comillas,Playa De Comillas,1,,,,,,,
Cantabria,Cantabria,Laredo,Playa Salve,1,,,,,,,
Cantabria,Cantabria,Laredo,Playa Salve,2,,,,,,,
Cantabria,Cantabria,Miengo,Playa De Mogro,1,,,,,,,
Cantabria,Cantabria,Noja,Playa De Tregandin,1,,,,,,,
Cantabria,Cantabria,Noja,Playa Del Ris,1,,,,,,,
Cantabria,Cantabria,Noja,Playa Del Ris,2,,,,,,,
Cantabria,Cantabria,Piélagos,Playa De Liencres,1,,,,,,,
Cantabria,Cantabria,Ribamontán al Mar,Playa De Langre,1,,,,,,,
Cantabria,Cantabria,Ribamontán al Mar,Playa Loredo,1,,,,,,,
Cantabria,Cantabria,Ribamontán al Mar,Playa Puntal,1,,,,,,,
Cantabria,Cantabria,Ribamontán al Mar,Playa Somo,1,,,,,,,
Cantabria,Cantabria,San Vicente de la Barquera,Playa Sable De Meron,1,,,,,,,
Cantabria,Cantabria,San Vicente de la Barquera,Playa Tostadero,1,,,,,,,
Cantabria,Cantabria,Santa Cruz de Bezana,Playa San Juan De La Canal,1,,,,,,,
Cantabria,Cantabria,Santander,Playa 1ª Sardinero,1,,,,,,,
Cantabria,Cantabria,Santander,Playa 2ª Sardinero,1,,,,,,,
Cantabria,Cantabria,Santander,Playa Camello,1,,,,,,,
Cantabria,Cantabria,Santander,Playa De La Magdalena/peligros,1,,,,,,,
Cantabria,Cantabria,Santander,Playa Mataleñas,1,,,,,,,
Cantabria,Cantabria,Santander,Playa Virgen Del Mar,1,,,,,,,
Cantabria,Cantabria,Santoña,Playa De Berria,1,,,,,,,
Cantabria,Cantabria,Santoña,Playa De San Martin,1,,,,,,,
Cantabria,Cantabria,Suances,Playa De La Concha,1,,,,,,,
Cantabria,Cantabria,Suances,Playa De Los Locos,1,,,,,,,
Cantabria,Cantabria,Valdáliga,Playa De Oyambre,1,,,,,,,
Castilla La Mancha,Albacete,Alcalá del Júcar,Rio Jucar Alcalá Del Júcar,1,,,,,,,
Castilla La Mancha,Albacete,Ossa de Montiel,Laguna La Colgada Ossa De Montiel,1,,,,,,,
Castilla La Mancha,Albacete,Ossa de Montiel,Laguna La Redondilla Ossa De Montiel,1,,,,,,,
Castilla La Mancha,Albacete,Ossa de Montiel,Laguna La Salvadora Ossa De Montiel,1,,,,,,,
Castilla La Mancha,Albacete,Ossa de Montiel,Laguna La Tomilla Ossa De Montiel,1,,,,,,,
Castilla La Mancha,Albacete,Ossa de Montiel,Laguna San Pedra Ossa De Montiel 02,1,,,,,,,
Castilla La Mancha,Albacete,Ossa de Montiel,Laguna San Pedra Ossa De Montiel 03,1,,,,,,,
Castilla La Mancha,Albacete,Ossa de Montiel,Laguna Santo Morcillo Ossa De Montiel,1,,,,,,,
Castilla La Mancha,Ciudad Real,Brazatortas,Pantano Embalse Carboneras Brazatortas,1,,,,,,,
Castilla La Mancha,Ciudad Real,Piedrabuena,Rio Bullaque Piedrabuena 02,1,,,,,,,
Castilla La Mancha,Ciudad Real,Piedrabuena,Rio Bullaque Piedrabuena 03,1,,,,,,,
Castilla La Mancha,Ciudad Real,Piedrabuena,Rio Bullaque Piedrabuena 04,1,,,,,,,
Castilla La Mancha,Ciudad Real,Ruidera,Laguna Del Rey Ruidera,1,,,,,,,
Castilla La Mancha,Ciudad Real,Ruidera,Laguna Entrelagos Ruidera,1,,,,,,,
Castilla La Mancha,Ciudad Real,Ruidera,Laguna La Morenilla Ruidera,1,,,,,,,
Castilla La Mancha,Cuenca,Albendea,Rio Guadiela Albendea,1,,,,,,,
Castilla La Mancha,Cuenca,Beteta,Laguna El Tobar Beteta,1,,,,,,,
Castilla La Mancha,Cuenca,Buendía,Embalse Buendia Buendía,1,,,,,,,
Castilla La Mancha,Cuenca,Cuenca,Embalse La Toba Cuenca,1,,,,,,,
Castilla La Mancha,Cuenca,Cuenca,Rio Jucar Cuenca 02,1,,,,,,,
Castilla La Mancha,Cuenca,Cuenca,Rio Jucar Cuenca 03,1,,,,,,,
Castilla La Mancha,Cuenca,Santa María del Val,Rio Cuervo Santa María Del Val,1,,,,,,,
Castilla La Mancha,Guadalajara,Alocén,Embalse Entrepeñas Alocén,1,,,,,,,
