Comunidad,Provincia,Municipio,Nombre,punto_muestreo,adoptada_por,utm_x,utm_y,utm_huso,fecha_toma,escherichia_coli,enterococo,observaciones
Galicia,Pontevedra,Baiona,Playa Dos Frades,1,,,,,,,,
Galicia,Pontevedra,Baiona,Playa Santa Marta,1,,,,,,,,
Galicia,Pontevedra,Bueu,Playa Agrelo,1,,,,,,,,
Galicia,Pontevedra,Bueu,Playa Area De Bon,1,,,,,,,,
Galicia,Pontevedra,Bueu,Playa Area Dos Cans (illa De Ons),1,,,,,,,,
Galicia,Pontevedra,Bueu,Playa Beluso,1,,,,,,,,
Galicia,Pontevedra,Bueu,Playa Canexol (illa De Ons),1,,,,,,,,
Galicia,Pontevedra,Bueu,Playa Dorna (illa De Ons),1,,,,,,,,
Galicia,Pontevedra,Bueu,Playa Lagos,1,,,,,,,,
Galicia,Pontevedra,Bueu,Playa Lapamán,1,,,,,,,,
Galicia,Pontevedra,Bueu,Playa Loureiro,1,,,,,,,,
Galicia,Pontevedra,Bueu,Playa Melide (illa De Ons),1,,,,,,,,
Galicia,Pontevedra,Bueu,Playa Mourisca,1,,,,,,,,
Galicia,Pontevedra,Bueu,Playa Pescadoira,1,,,,,,,,
Galicia,Pontevedra,Bueu,Playa Petis,1,,,,,,,,
Galicia,Pontevedra,Bueu,Playa Portomaior,1,,,,,,,,
Galicia,Pontevedra,Bueu,Playa Tuia,1,,,,,,,,
Galicia,Pontevedra,Cambados,Playa A Torre San Saturnino,1,,,,,,,,
Galicia,Pontevedra,Cambados,Playa O Facho,1,,,,,,,,
Galicia,Pontevedra,Cambados,Playa Saiñas,1,,,,,,,,
Galicia,Pontevedra,Cambados,Playa Santo Tomé,1,,,,,,,,
Galicia,Pontevedra,Cambados,Playa Tragove,1,,,,,,,,
Galicia,Pontevedra,Cangas,Playa Area Cova,1,,,,,,,,
Galicia,Pontevedra,Cangas,Playa Areabrava,1,,,,,,,,
Galicia,Pontevedra,Cangas,Playa Areamilla,1,,,,,,,,
Galicia,Pontevedra,Cangas,Playa Arneles,1,,,,,,,,
Galicia,Pontevedra,Cangas,Playa Barra,1,,,,,,,,
Galicia,Pontevedra,Cangas,Playa Castiñeira - Cangas,1,,,,,,,,
Galicia,Pontevedra,Cangas,Playa Francón,1,,,,,,,,
Galicia,Pontevedra,Cangas,Playa Limens,1,,,,,,,,
Galicia,Pontevedra,Cangas,Playa Melide,1,,,,,,,,
Galicia,Pontevedra,Cangas,Playa Menduiña,1,,,,,,,,
Galicia,Pontevedra,Cangas,Playa Nerga,1,,,,,,,,
Galicia,Pontevedra,Cangas,Playa Pinténs,1,,,,,,,,
Galicia,Pontevedra,Cangas,Playa Rodeira,1,,,,,,,,
Galicia,Pontevedra,Cangas,Playa Salgueiron,1,,,,,,,,
Galicia,Pontevedra,Cangas,Playa Vilariño,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa A Barcela,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa A Barrosa,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa A Lanzada-o Grove,4,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa Area Da Cruz,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa Area Das Pipas,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa Area De Reboredo,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa Area Grande - Grove,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa Barreiriño,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa Burato Da Londra,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa Castiñeira - Grove,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa Con Negro,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa Farruco,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa Lobaxeira,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa Mexiloeira,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa O Carreiro - Grove,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa O Espiño,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa O Portiño - Grove,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa Ponte Da Toxa (isla De A Toxa),1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa Raeiros - Paxareiro,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa Rons,1,,,,,,,,
Galicia,Pontevedra,Grove (O),Playa Seixeliño,1,,,,,,,,
Galicia,Pontevedra,Guarda (A),Playa Area Grande - Guarda,1,,,,,,,,
Galicia,Pontevedra,Guarda (A),Playa O Carreiro - Guarda,1,,,,,,,,
Galicia,Pontevedra,Guarda (A),Playa O Muiño,1,,,,,,,,
Galicia,Pontevedra,Illa de Arousa (A),Playa Area Da Secada,1,,,,,,,,
Galicia,Pontevedra,Illa de Arousa (A),Playa Cabodeiro,1,,,,,,,,
Galicia,Pontevedra,Illa de Arousa (A),Playa Camaxe,1,,,,,,,,
Galicia,Pontevedra,Illa de Arousa (A),Playa Conserrado,1,,,,,,,,
Galicia,Pontevedra,Illa de Arousa (A),Playa Conxunto Parque Carreirón,1,,,,,,,,
Galicia,Pontevedra,Illa de Arousa (A),Playa Lavanqueira,1,,,,,,,,
Galicia,Pontevedra,Illa de Arousa (A),Playa O Bao,1,,,,,,,,
Galicia,Pontevedra,Illa de Arousa (A),Playa Xastelas,1,,,,,,,,
Galicia,Pontevedra,Marín,Playa Aguete,1,marnezz,522265.7,4691660.99,29,20/09/2011,11 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Galicia,Pontevedra,Marín,Playa Loira,1,marnezz,521504.15,4690968.24,29,20/09/2011,100 UFC/100 mL,22 UFC/100 mL,Zona Apta para el baño
Galicia,Pontevedra,Marín,Playa Mogor,1,marnezz,523126.95,4692819.55,29,20/09/2011,16 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Galicia,Pontevedra,Marín,Playa Portocelo - Marin,1,marnezz,523582.54,4693372.94,29,20/09/2011,1 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Galicia,Pontevedra,Marín,Playa Santo Do Mar,1,marnezz,520594.38,4688759.51,29,20/09/2011,29 UFC/100 mL,14 UFC/100 mL,Zona Apta para el baño
Galicia,Pontevedra,Moaña,Playa A Borna,1,,,,,,,,
Galicia,Pontevedra,Moaña,Playa A Ribeira - Moaña,1,,,,,,,,
Galicia,Pontevedra,Moaña,Playa A Xunqueira,1,,,,,,,,
Galicia,Pontevedra,Moaña,Playa Areal De Fontexelo,1,,,,,,,,
Galicia,Pontevedra,Moaña,Playa Canaval,1,,,,,,,,
Galicia,Pontevedra,Moaña,Playa Mosqueira,1,,,,,,,,
Galicia,Pontevedra,Moaña,Playa Niño Do Corvo,1,,,,,,,,
Galicia,Pontevedra,Moaña,Playa O Cocho,1,,,,,,,,
Galicia,Pontevedra,Moaña,Playa O Con,1,,,,,,,,
Galicia,Pontevedra,Moaña,Playa O Porto - Moaña,1,,,,,,,,
Galicia,Pontevedra,Moaña,Playa Sobreira,1,,,,,,,,
Galicia,Pontevedra,Moaña,Playa Tirán,1,,,,,,,,
Galicia,Pontevedra,Nigrán,Playa América,1,@cantarellus,515140.08,4664954.9,29,26/09/2011,33 UFC/100 mL,10 UFC/100 mL,Zona apta para el baño
Galicia,Pontevedra,Nigrán,Playa Area Fofa,1,@cantarellus,514256.62,4666428.27,29,26/09/2011,68 UFC/100 mL,29 UFC/100 mL,Zona apta para el baño
Galicia,Pontevedra,Nigrán,Playa As Canas,1,@cantarellus,515045.94,4667922.71 ,29,26/09/2011,1 UFC/100 mL,12 UFC/100 mL,Zona apta para el baño
Galicia,Pontevedra,Nigrán,Playa Madorra,1,@cantarellus,514467.71,4666215.61,29,26/09/2011,110 UFC/100 mL,32 UFC/100 mL,Zona apta para el baño
Galicia,Pontevedra,Nigrán,Playa Panxón,1,@cantarellus,515034.83,4665466.66,29,26/09/2011,      10 UFC/100 mL,   1 UFC/100 mL,Zona apta para el baño
Galicia,Pontevedra,Nigrán,Playa Patos,1,@cantarellus,514599.73,4667277.23,29,26/09/2011,1 UFC/100 mL,1 UFC/100 mL,Zona apta para el baño
Galicia,Pontevedra,Poio,Playa A Canteira,1,,,,,,,,
Galicia,Pontevedra,Poio,Playa Area Da Barca-covelo,3,,,,,,,,
Galicia,Pontevedra,Poio,Playa Cabeceira,1,,,,,,,,
Galicia,Pontevedra,Poio,Playa Campelo - Poio,1,,,,,,,,
Galicia,Pontevedra,Poio,Playa Chancelas Pequena,1,,,,,,,,
Galicia,Pontevedra,Poio,Playa Chancelas,1,,,,,,,,
Galicia,Pontevedra,Poio,Playa Fontemaior,1,,,,,,,,
Galicia,Pontevedra,Poio,Playa Laño,1,,,,,,,,
Galicia,Pontevedra,Poio,Playa Lourido - Poio,1,,,,,,,,
Galicia,Pontevedra,Poio,Playa Ouriceira,1,,,,,,,,
Galicia,Pontevedra,Poio,Playa Padrón,1,,,,,,,,
Galicia,Pontevedra,Poio,Playa Raxó,1,,,,,,,,
Galicia,Pontevedra,Poio,Playa Sinas,1,,,,,,,,
Galicia,Pontevedra,Poio,Playa Xiorto,1,,,,,,,,
Galicia,Pontevedra,Redondela,Playa Arealonga - Redondela,1,,,,,,,,
Galicia,Pontevedra,Redondela,Playa Cesantes,2,,,,,,,,
Galicia,Pontevedra,Redondela,Playa Cesantes,3,,,,,,,,
Galicia,Pontevedra,Redondela,Playa Rande,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa A Lanzada-sanxenxo,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa A Lapa,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa Agra,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa Areas Gordas,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa Areas,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa Areas,2,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa Baltar,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa Bascuas,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa Canelas - Sanxenxo,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa Caneliñas,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa Espiñeiro - Sanxenxo,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa Foxos,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa Major,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa Montalvo,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa Nuestra Señora Da Lanzada,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa Panadeira,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa Paxariñas,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa Pragueira,1,,,,,,,,
Galicia,Pontevedra,Sanxenxo,Playa Silgar,3,,,,,,,,
Galicia,Pontevedra,Vigo,Playa A Mourisca,1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa A Punta,1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa A Sobreira,1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Argazada,1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Calzoa,1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Calzoa,2,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Canido,1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Carracido (islas Cies),1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Carril,1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Figueiras (islas Cies),1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Fontaiña,1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Fontes,1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Mende,1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa O Adro,1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa O Portiño - Vigo,1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa O Vao,1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa O Xunqueiro,1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Os Muiños De Fortiñón,1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Rodas (islas Cies),1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Samil,2,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Samil,3,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Samil,4,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Santa Baia,1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Tombo Do Gato,1,,,,,,,,
Galicia,Pontevedra,Vigo,Playa Toralla,1,,,,,,,,
Galicia,Pontevedra,Vilaboa,Playa Areeiros,1,,,,,,,,
Galicia,Pontevedra,Vilaboa,Playa Deilán,1,,,,,,,,
Galicia,Pontevedra,Vilagarcía de Arousa,Playa A Concha - V. Arousa,1,,,,,,,,
Galicia,Pontevedra,Vilagarcía de Arousa,Playa Campanario,1,,,,,,,,
Galicia,Pontevedra,Vilagarcía de Arousa,Playa Canelas - V. Arousa,1,,,,,,,,
Galicia,Pontevedra,Vilagarcía de Arousa,Playa Compostela,1,,,,,,,,
Galicia,Pontevedra,Vilagarcía de Arousa,Playa Preguntoiro,1,,,,,,,,
Galicia,Pontevedra,Vilanova de Arousa,Playa Igrexa-braña,3,,,,,,,,
Galicia,Pontevedra,Vilanova de Arousa,Playa As Casiñas,1,,,,,,,,
Galicia,Pontevedra,Vilanova de Arousa,Playa As Patiñas,4,,,,,,,,
Galicia,Pontevedra,Vilanova de Arousa,Playa Cabalgada,1,,,,,,,,
Galicia,Pontevedra,Vilanova de Arousa,Playa Castelete,1,,,,,,,,
Galicia,Pontevedra,Vilanova de Arousa,Playa Con Da Mina,1,,,,,,,,
Galicia,Pontevedra,Vilanova de Arousa,Playa Corón-borreiros,1,,,,,,,,
Galicia,Pontevedra,Vilanova de Arousa,Playa Mosqueiro-poza Da Vila,3,,,,,,,,
Galicia,Pontevedra,Vilanova de Arousa,Playa O Bornal-o Fuciño Do Porco,1,,,,,,,,
Galicia,Pontevedra,Vilanova de Arousa,Playa O Terron,3,,,,,,,,
Galicia,Pontevedra,Vilanova de Arousa,Playa Pasaxe-o Bote,1,,,,,,,,
Galicia,Pontevedra,Vilanova de Arousa,Playa Sinas-pozo De Mar,3,,,,,,,,
Galicia,A Coruña,Ames,Rio Tambre Ames,3,,,,,,,,
Galicia,A Coruña,Brión,Rio Tambre Brión,3,,,,,,,,
Galicia,A Coruña,Mazaricos,Rio Beba Mazaricos,1,,,,,,,,
Galicia,A Coruña,Melide,Rio Furelos Melide,1,,,,,,,,
Galicia,A Coruña,Neda,Rio Castro Neda,1,,,,,,,,
Galicia,A Coruña,Oza dos Ríos,Rio Mendo Oza Dos Ríos,1,,,,,,,,
Galicia,A Coruña,Pino (O),Rio Tambre Pino (o),1,,,,,,,,
Galicia,A Coruña,Pino (O),Rio Tambre Pino (o),2,,,,,,,,
Galicia,A Coruña,Pontes de García Rodríguez (As),Embalse Rio Eume Pontes De García Rodríguez (as),1,,,,,,,,
Galicia,A Coruña,Pontes de García Rodríguez (As),Rio Eume Pontes De García Rodríguez (as),1,,,,,,,,
Galicia,A Coruña,Rois,Rio Rois Rois,1,,,,,,,,
Galicia,A Coruña,Trazo,Rio Tambre Trazo,1,,,,,,,,
Galicia,Lugo,Baralla,Rio Neira Baralla,1,,,,,,,,
Galicia,Lugo,Begonte,Rio Ladra Begonte,1,,,,,,,,
Galicia,Lugo,Castro de Rei,Rio Azumara Castro De Rei,1,,,,,,,,
Galicia,Lugo,Chantada,Embalse Sangoñedo Chantada,1,,,,,,,,
Galicia,Lugo,Corgo (O),Rio Chamoso Corgo (o),1,,,,,,,,
Galicia,Lugo,Cospeito,Rio Miño Cospeito,1,,,,,,,,
Galicia,Lugo,Guitiriz,Rio Escaderas Guitiriz,1,,,,,,,,
Galicia,Lugo,Guitiriz,Rio Parga Guitiriz,1,,,,,,,,
Galicia,Lugo,Lugo,Rio Miño Lugo,1,,,,,,,,
Galicia,Lugo,Lugo,Rio Miño Lugo,2,,,,,,,,
Galicia,Lugo,Lugo,Rio Miño Lugo,3,,,,,,,,
Galicia,Lugo,Lugo,Rio Miño Lugo,4,,,,,,,,
Galicia,Lugo,Mondoñedo,Rio Río Tronceda Mondoñedo,1,,,,,,,,
Galicia,Lugo,Monforte de Lemos,Rio Cabe Monforte De Lemos,1,,,,,,,,
Galicia,Lugo,Navia de Suarna,Rio Navia Navia De Suarna,1,,,,,,,,
Galicia,Lugo,Outeiro de Rei,Rio Miño Outeiro De Rei,1,,,,,,,,
Galicia,Lugo,Pobra do Brollón (A),Rio Río Saa Pobra Do Brollón (a),1,,,,,,,,
Galicia,Lugo,Pontenova (A),Rio Eo Pontenova (a),1,,,,,,,,
Galicia,Lugo,Ribas de Sil,Rio Sil Ribas De Sil,1,,,,,,,,
Galicia,Lugo,Sarria,Rio Sarria Sarria,1,,,,,,,,
Galicia,Lugo,Saviñao (O),Rio Miño Saviñao (o),1,,,,,,,,
Galicia,Ourense,Avión,Rio Valderías Avión,1,,,,,,,,
Galicia,Ourense,Baltar,Rio Río Limia Baltar,1,,,,,,,,
Galicia,Ourense,Bande,Embalse As Conchas Bande,1,,,,,,,,
Galicia,Ourense,Barco de Valdeorras (O),Rio Sil Barco De Valdeorras (o),1,,,,,,,,
Galicia,Ourense,Beariz,Rio Magros Beariz,1,,,,,,,,
Galicia,Ourense,Beariz,Rio Tioira Beariz,1,,,,,,,,
Galicia,Ourense,Blancos (Os),Rio Eiroa Blancos (os),1,,,,,,,,
Galicia,Ourense,Bola (A),Rio Orille Bola (a),1,,,,,,,,
Galicia,Ourense,Castrelo de Miño,Embalse De Castrelo Castrelo De Miño,1,,,,,,,,
Galicia,Ourense,Castro Caldelas,Rio Eo Castro Caldelas,1,,,,,,,,
Galicia,Ourense,Chandrexa de Queixa,Embalse Chandrexa Chandrexa De Queixa,1,,,,,,,,
Galicia,Ourense,Chandrexa de Queixa,Rio Rabal Chandrexa De Queixa,1,,,,,,,,
Galicia,Ourense,Entrimo,Rio Casal Entrimo,1,,,,,,,,
Galicia,Ourense,Gudiña (A),Rio Riveira Gudiña (a),1,,,,,,,,
Galicia,Ourense,Laza,Rio Cabras Laza,1,,,,,,,,
Galicia,Ourense,Muíños,Embalse As Conchas Muíños,1,,,,,,,,
Galicia,Ourense,Ourense,Rio Miño Ourense,1,,,,,,,,
Galicia,Ourense,Porqueira,Rio Cirvida Porqueira,1,,,,,,,,
Galicia,Ourense,Veiga (A),Embalse Prada Veiga (a),1,,,,,,,,
Galicia,Ourense,Verín,Rio Támega Verín,1,,,,,,,,
Galicia,Ourense,Vilardevós,Rio Arzoa Vilardevós,1,,,,,,,,
Galicia,Ourense,Vilariño de Conso,Rio Río Cenza Vilariño De Conso,1,,,,,,,,
Galicia,Pontevedra,Catoira,Rio Ulla Catoira,2,,,,,,,,
Galicia,Pontevedra,Cotobade,Rio Almofrei Cotobade 02,1,,,,,,,,
Galicia,Pontevedra,Cotobade,Rio Almofrei Cotobade,1,,,,,,,,
Galicia,Pontevedra,Cotobade,Rio Río Cabanelas Cotobade,1,,,,,,,,
Galicia,Pontevedra,Lalín,Rio Deza Lalín,1,,,,,,,,
Galicia,Pontevedra,Lama (A),Rio Verdugo Lama (a),1,,,,,,,,
Galicia,Pontevedra,Mondariz,Rio Tea Mondariz,3,,,,,,,,
Galicia,Pontevedra,Mondariz,Rio Tea Mondariz 02,1,,,,,,,,
Galicia,Pontevedra,Ponte Caldelas,Rio Verdugo Ponte Caldelas,1,,,,,,,,
Galicia,Pontevedra,Ponteareas,Rio Tea Ponteareas 02,1,,,,,,,,
Galicia,Pontevedra,Ponteareas,Rio Tea Ponteareas 03,1,,,,,,,,
Galicia,Pontevedra,Ponteareas,Rio Tea Ponteareas 04,1,,,,,,,,
Galicia,Pontevedra,Ribadumia,Rio Umia Ribadumia,1,,,,,,,,
Galicia,Pontevedra,Tomiño,Desembocadura Rio Miño Tomiño,1,,,,,,,,
Galicia,Pontevedra,Tui,Desembocadura Rio Miño Tui,2,,,,,,,,
Galicia,Pontevedra,Tui,Rio Miño Tui,1,,,,,,,,
Galicia,Pontevedra,Vila de Cruces,Rio Deza Vila De Cruces,1,,,,,,,,
Islas Baleares,Formentera,Formentera,Playa Cala Sahona,1,,,,,,,,
Islas Baleares,Formentera,Formentera,Playa Es Pujols,1,,,,,,,,
Islas Baleares,Formentera,Formentera,Playa Illetes,1,,,,,,,,
Islas Baleares,Formentera,Formentera,Playa Llevant,1,,,,,,,,
Islas Baleares,Formentera,Formentera,Playa Migjorn,1,,,,,,,,
Islas Baleares,Formentera,Formentera,Playa Migjorn,2,,,,,,,,
Islas Baleares,Formentera,Formentera,Playa Sa Roqueta,1,,,,,,,,
Islas Baleares,Eivissa,Eivissa,Playa D´en Bossa,1,,,,,,,,
Islas Baleares,Eivissa,Eivissa,Playa Figueretes,1,,,,,,,,
Islas Baleares,Eivissa,Eivissa,Playa Talamanca,1,,,,,,,,
Islas Baleares,Eivissa,Eivissa,Playa Talamanca,2,,,,,,,,
Islas Baleares,Eivissa,Sant Antoni de Portmany,Playa Badia Sant Antoni,1,,,,,,,,
Islas Baleares,Eivissa,Sant Antoni de Portmany,Playa Cala Gració,1,,,,,,,,
Islas Baleares,Eivissa,Sant Antoni de Portmany,Playa Cala Salada,1,,,,,,,,
Islas Baleares,Eivissa,Sant Antoni de Portmany,Playa Caló Des Moro,1,,,,,,,,
Islas Baleares,Eivissa,Sant Antoni de Portmany,Playa Sant Antoni,2,,,,,,,,
Islas Baleares,Eivissa,Sant Antoni de Portmany,Playa Sant Antoni,3,,,,,,,,
Islas Baleares,Eivissa,Sant Joan de Labritja,Playa Benirràs,1,,,,,,,,
Islas Baleares,Eivissa,Sant Joan de Labritja,Playa Cala Sant Vicent,1,,,,,,,,
Islas Baleares,Eivissa,Sant Joan de Labritja,Playa Cala Xarraca,1,,,,,,,,
Islas Baleares,Eivissa,Sant Joan de Labritja,Playa Cala Xuclà,1,,,,,,,,
Islas Baleares,Eivissa,Sant Joan de Labritja,Playa Port Sant Miquel,1,,,,,,,,
Islas Baleares,Eivissa,Sant Joan de Labritja,Playa Portinatx,1,,,,,,,,
Islas Baleares,Eivissa,Sant Joan de Labritja,Playa S'arenal Gros,1,,,,,,,,
Islas Baleares,Eivissa,Sant Joan de Labritja,Playa S'illot,1,,,,,,,,
Islas Baleares,Eivissa,Sant Josep de sa Talaia,Playa Badia Sant Antoni,1,,,,,,,,
Islas Baleares,Eivissa,Sant Josep de sa Talaia,Playa Cala Bassa,1,,,,,,,,
Islas Baleares,Eivissa,Sant Josep de sa Talaia,Playa Cala Comte,1,,,,,,,,
Islas Baleares,Eivissa,Sant Josep de sa Talaia,Playa Cala D'hort,1,,,,,,,,
Islas Baleares,Eivissa,Sant Josep de sa Talaia,Playa Cala Jondal,1,,,,,,,,
Islas Baleares,Eivissa,Sant Josep de sa Talaia,Playa Cala Molí,1,,,,,,,,
Islas Baleares,Eivissa,Sant Josep de sa Talaia,Playa Cala Tarida,1,,,,,,,,
Islas Baleares,Eivissa,Sant Josep de sa Talaia,Playa Cala Tarida,2,,,,,,,,
Islas Baleares,Eivissa,Sant Josep de sa Talaia,Playa Cala Vadella,1,,,,,,,,
Islas Baleares,Eivissa,Sant Josep de sa Talaia,Playa D'en Bossa,1,,,,,,,,
Islas Baleares,Eivissa,Sant Josep de sa Talaia,Playa Es Cavallet,1,,,,,,,,
Islas Baleares,Eivissa,Sant Josep de sa Talaia,Playa Es Pinet,1,,,,,,,,
Islas Baleares,Eivissa,Sant Josep de sa Talaia,Playa Port Des Torrent,1,,,,,,,,
Islas Baleares,Eivissa,Sant Josep de sa Talaia,Playa Salines,1,,,,,,,,
Islas Baleares,Eivissa,Santa Eulalia del Río,Playa Cala Llenya,1,,,,,,,,
Islas Baleares,Eivissa,Santa Eulalia del Río,Playa Cala Llonga,1,,,,,,,,
Islas Baleares,Eivissa,Santa Eulalia del Río,Playa Cala Martina,1,,,,,,,,
Islas Baleares,Eivissa,Santa Eulalia del Río,Playa Cala Nova,1,,,,,,,,
Islas Baleares,Eivissa,Santa Eulalia del Río,Playa Cala Pada,1,,,,,,,,
Islas Baleares,Eivissa,Santa Eulalia del Río,Playa De Santa Eulària,1,,,,,,,,
Islas Baleares,Eivissa,Santa Eulalia del Río,Playa Des Canar,1,,,,,,,,
Islas Baleares,Eivissa,Santa Eulalia del Río,Playa Des Riu,1,,,,,,,,
Islas Baleares,Eivissa,Santa Eulalia del Río,Playa Es Figueral,1,,,,,,,,
Islas Baleares,Mallorca,Alcúdia,Playa Aucanada,1,,,,,,,,
Islas Baleares,Mallorca,Alcúdia,Playa Aucanada,2,,,,,,,,
Islas Baleares,Mallorca,Alcúdia,Playa Barcarés,1,,,,,,,,
Islas Baleares,Mallorca,Alcúdia,Playa Marina,1,,,,,,,,
Islas Baleares,Mallorca,Alcúdia,Playa Port D'alcúdia,1,,,,,,,,
Islas Baleares,Mallorca,Alcúdia,Playa Port D'alcúdia,2,,,,,,,,
Islas Baleares,Mallorca,Alcúdia,Playa Port D'alcúdia,3,,,,,,,,
Islas Baleares,Mallorca,Alcúdia,Playa Port D'alcúdia,4,,,,,,,,
Islas Baleares,Mallorca,Alcúdia,Playa Sant Joan,1,,,,,,,,
Islas Baleares,Mallorca,Alcúdia,Playa Sant Pere,1,,,,,,,,
Islas Baleares,Mallorca,Andratx,Playa Camp De Mar,1,,,,,,,,
Islas Baleares,Mallorca,Andratx,Playa Camp De Mar,2,,,,,,,,
Islas Baleares,Mallorca,Andratx,Playa Port D'andratx,1,,,,,,,,
Islas Baleares,Mallorca,Andratx,Playa Port D'andratx,2,,,,,,,,
Islas Baleares,Mallorca,Andratx,Playa Sant Elm,1,,,,,,,,
Islas Baleares,Mallorca,Artà,Playa Colònia Sant Pere,1,,,,,,,,
Islas Baleares,Mallorca,Calvià,Playa Cala Portals,1,,,,,,,,
Islas Baleares,Mallorca,Calvià,Playa Cala Vinyes,1,,,,,,,,
Islas Baleares,Mallorca,Calvià,Playa De Illetes,1,,,,,,,,
Islas Baleares,Mallorca,Calvià,Playa De Illetes,2,,,,,,,,
Islas Baleares,Mallorca,Calvià,Playa De Palma Nova,1,,,,,,,,
Islas Baleares,Mallorca,Calvià,Playa De Palma Nova,2,,,,,,,,
Islas Baleares,Mallorca,Calvià,Playa De Palma Nova,3,,,,,,,,
Islas Baleares,Mallorca,Calvià,Playa De Palma Nova,4,,,,,,,,
Islas Baleares,Mallorca,Calvià,Playa De Peguera,1,,,,,,,,
Islas Baleares,Mallorca,Calvià,Playa De Peguera,2,,,,,,,,
Islas Baleares,Mallorca,Calvià,Playa De Peguera,3,,,,,,,,
Islas Baleares,Mallorca,Calvià,Playa De Portals Nous,1,,,,,,,,
Islas Baleares,Mallorca,Calvià,Playa Magaluf,1,,,,,,,,
Islas Baleares,Mallorca,Calvià,Playa Magaluf,2,,,,,,,,
Islas Baleares,Mallorca,Calvià,Playa Magaluf,3,,,,,,,,
Islas Baleares,Mallorca,Calvià,Playa Santa Ponça,1,,,,,,,,
Islas Baleares,Mallorca,Calvià,Playa Santa Ponça,2,,,,,,,,
Islas Baleares,Mallorca,Campos,Playa Es Trenc,1,,,,,,,,
Islas Baleares,Mallorca,Campos,Playa Sa Ràpita,1,,,,,,,,
Islas Baleares,Mallorca,Campos,Playa Ses Covetes,1,,,,,,,,
